paper_id,题名,简称,venue全称,venue类型,发表年份,DOI,CCF等级,CCF目录,CCF备注,层次,场景,主题标签,论文自身输出对象,与本文关系（检索线索）,题名说明,全部作者,官方链接,开放全文链接,代码链接,身份核验来源,身份核验状态,核验路径,内容阅读深度,最后核验日期,发现来源,候选ID,访问状态,摘要
RW0038,Pooled Leaderboards Hide System-Specific Winners: A Reporting-Protocol Audit of Offline Root-Cause Analysis Benchmarks,,arXiv.org,页面元数据,2026,,不适用（预印本）,,预印本，不继承会议等级,L1,数据中心/生产网络,LLM/知识辅助网络诊断,,"Audits reporting protocols of offline RCA benchmarks and shows pooled leaderboards mislead; direct evidence for careful, system-specific evaluation of RCA claims.",,"Hu, Lining; Liu, Ting; Fu, Yuzhuo",https://arxiv.org/abs/2606.29159,,,出版方页面 citation_* 元数据,已核实,page,摘要已读（缓存页面 82d73893fa11757603c2.html（页面自述题名匹配 1.00））；全文未逐节阅读,2026-09-15,agent:llmnet,C0163,仅有页面链接；未验证可读性,"Offline root-cause-analysis (RCA) benchmarks commonly rank methods by a single pooled top-1 accuracy across multiple subsystems, and engineers often read the pooled winner as a recommendation for their own subsystem. We audit that reading on three public RCA benchmark families -- OpenRCA, RCAEval, and PetShop -- covering 11 subsystems and 778 matched scoring units. To keep pairwise comparisons on identical cases, the main analysis retains four methods or comparators with complete coverage: BARO, a CD-1min adapter, max-$|Z|$, and per-service alert-count. All six pairwise comparisons show subsystem-level effects of both signs, every random-effects 95\% prediction interval crosses zero, and case-level interaction tests reject exchangeability in 5 of 6 pairs. Leave-one-system-out selection picks the lower-scoring method on up to 5 of 11 held-out subsystems, with regret reaching 24.8 pp on RCAEval / Sock-Shop. We release a 320-line audit module; given a matched RCA benchmark score table, it recomputes the same per-subsystem stability checks alongside pooled scores."
RW0039,Praxis: Integrating Program Analysis with Observability for Root-Cause Analysis,,2026 56th Annual IEEE International Conference on Dependable Systems and Networks (DSN),会议论文,2026,10.1109/dsn69566.2026.00021,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,LLM/知识辅助网络诊断,,LLM-driven traversal over service dependency graphs plus observability data; reports up to 3.1x RCA accuracy versus ReAct with 3.8x fewer tokens. NOTE: the title differs from the Agentic Structured Graph Traversal wording in one search summary; this is the verified title for arXiv 2512.22113.,,Shengkun Cui; Rahul Krishna; Saurabh Jha; Ravishankar K. Iyer,https://doi.org/10.1109/dsn69566.2026.00021,,,Crossref 题名检索,已核实,title,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:llmnet,C0152,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0040,SiriusHelper: An LLM Agent-Based Operations Assistant for Big Data Platforms,,arXiv.org,页面元数据,2026,,不适用（预印本）,,预印本，不继承会议等级,L1,数据中心/生产网络,LLM/知识辅助网络诊断,,Extracts SOPs from historical tickets using generate-verify loops and integrates them into a knowledge base; directly on retrieval-augmented diagnosis over historical tickets.,,"Shen, Yu; Liu, Shiyang; He, Qihang; Cheng, Yihang; Xie, Haining; He, Zhiming; Fan, Huahua; Tan, Xianzhi; Ma, Teng; Zhang, Shaoquan; Huang, Danqing; Jiang, Fan; Li, Yang; Zhao, Chongqing; Chen, Peng; Jiang, Jie; Cui, Bin",https://arxiv.org/abs/2605.00043,,,出版方页面 citation_* 元数据,已核实,page,摘要已读（缓存页面 f69b2a3c5889a3f65205.html（页面自述题名匹配 1.00））；全文未逐节阅读,2026-09-15,agent:llmnet,C0156,仅有页面链接；未验证可读性,"Big data platforms are widely used in modern enterprises, and an in-production intelligent assistant is increasingly important to help users quickly find actionable guidance and reduce operational burden. While recent LLM+RAG assistants provide a natural interface, they face practical challenges in real deployments: limited scenario coverage across both general consultation and domain-specific troubleshooting workflows, inefficient knowledge access due to inadequate multi-hop retrieval and flat knowledge organization, and high maintenance cost because escalated tickets are unstructured and hard to convert into assistant improvements and reusable SOPs. In this paper, we present SiriusHelper, a deployed intelligent assistant for big data platforms. SiriusHelper serves as a unified online assistant that automatically identifies user intent and routes queries to the right handling path, including dedicated expert workflows for specialized scenarios (e.g., SQL execution diagnosis). To support complex troubleshooting, SiriusHelper combines a DeepSearch-driven mechanism with a priority-based hierarchical knowledge base to enable multi-hop retrieval without context overload, thus improving answer reliability and latency. To reduce expert overhead, SiriusHelper further introduces automated ticket understanding and SOP distillation: it diagnoses the assistant failure reason (e.g., missing knowledge or wrong routing) and extracts domain-specific SOPs to continuously enrich the knowledge base. Experiments and online deployment on Tencent Big Data platform show that SiriusHelper outperforms representative alternatives and reduces online ticket volume by 20.8\%."
RW0041,"Stalled, Biased, and Confused: Uncovering Reasoning Failures in LLMs for Cloud-Based Root Cause Analysis",,Proceedings of the 2026 IEEE/ACM Third International Conference on AI Foundation Models and Software Engineering,会议论文,2026,10.1145/3793655.3793732,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,LLM/知识辅助网络诊断,,Systematic catalogue of LLM reasoning-failure modes in cloud RCA; central to the measured-limitations sub-topic.,,Evelien Riddell; James Riddell; Gengyi Sun; Michał Antkiewicz; Krzysztof Czarnecki,https://doi.org/10.1145/3793655.3793732,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:llmnet,C0160,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0042,Congestion Control for Large-Scale RDMA Deployments,,Proceedings of the 2015 ACM Conference on Special Interest Group on Data Communication,会议论文,2015,10.1145/2785956.2787484,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,DCQCN: defines the ECN/PFC interplay on which RoCE congestion and pause-spreading anomalies depend.,,Yibo Zhu; Haggai Eran; Daniel Firestone; Chuanxiong Guo; Marina Lipshteyn; Yehonatan Liron; Jitendra Padhye; Shachar Raindel; Mohamad Haj Yahia; Ming Zhang,https://doi.org/10.1145/2785956.2787484,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0179,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0043,Deadlocks in Datacenter Networks,,Proceedings of the 15th ACM Workshop on Hot Topics in Networks,会议论文,2016,10.1145/3005745.3005760,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Foundational framing of PFC-induced deadlocks in lossless datacenters; the mechanism family our propagation DAG must explain.,,Shuihai Hu; Yibo Zhu; Peng Cheng; Chuanxiong Guo; Kun Tan; Jitendra Padhye; Kai Chen,https://doi.org/10.1145/3005745.3005760,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0178,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0044,Closing the Network Diagnostics Gap with Vigil,,Proceedings of the SIGCOMM Posters and Demos,会议论文,2017,10.1145/3123878.3131979,不适用（Companion/Workshop 等非正式论文轨道）,CCF 第七版（2026-03-31）,轨道为 workshop/companion —— 不继承主会等级，CCF 目录不计入，故不继承主会 A,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,"Always-on passive detection of in-band and silent drops by blaming links for retransmissions, with no infrastructure change.",,Behnaz Arzani; Selim Ciraci; Luiz Chamon; Yibo Zhu; Hongqiang Liu; Jitu Padhye; Geoff Outhred; Boon Thau Loo,https://doi.org/10.1145/3123878.3131979,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0184,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0045,Revisiting network support for RDMA,,Proceedings of the 2018 Conference of the ACM Special Interest Group on Data Communication,会议论文,2018,10.1145/3230543.3230557,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Argues RDMA can abandon PFC for IRN; central reference for why PFC is a fault-propagation substrate.,,Radhika Mittal; Alexander Shpiner; Aurojit Panda; Eitan Zahavi; Arvind Krishnamurthy; Sylvia Ratnasamy; Scott Shenker,https://doi.org/10.1145/3230543.3230557,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0180,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0046,Fault diagnosis based on dial-test data in datacenter networks,,Journal of Systems Engineering and Electronics,期刊论文,2019,10.21629/jsee.2019.05.19,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Applies diagnosis to dial-test (pingmesh-style) probe data in a production datacenter; direct task analogue.,,,https://doi.org/10.21629/jsee.2019.05.19,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0185,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0047,Flow Event Telemetry on Programmable Data Plane,,"Proceedings of the Annual conference of the ACM Special Interest Group on Data Communication on the applications, technologies, architectures, and protocols for computer communication",会议论文,2020,10.1145/3387514.3406214,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,"NetSeer: detects and records packet drops, congestion, path change and pauses on the data plane.",,Yu Zhou; Chen Sun; Hongqiang Harry Liu; Rui Miao; Shi Bai; Bo Li; Zhilong Zheng; Lingjun Zhu; Zhen Shen; Yongqing Xi; Pengcheng Zhang; Dennis Cai; Ming Zhang; Mingwei Xu,https://doi.org/10.1145/3387514.3406214,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0188,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0048,PINT: Probabilistic In-band Network Telemetry,,"Proceedings of the Annual conference of the ACM Special Interest Group on Data Communication on the applications, technologies, architectures, and protocols for computer communication",会议论文,2020,10.1145/3387514.3405894,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Statistically multiplexed INT that makes network-wide per-hop telemetry feasible at line rate.,Crossref 存缴题名为短题名 PINT；Crossref 存缴题名为短题名 'PINT'，本表采用完整题名,Ran Ben Basat; Sivaramakrishnan Ramanathan; Yuliang Li; Gianni Antichi; Minian Yu; Michael Mitzenmacher,https://doi.org/10.1145/3387514.3405894,,,Crossref DOI 记录,已核实,doi-adjudicated,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0187,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0049,VTrace: Automatic Diagnostic System for Transient Network Problems in Datacenters,,"Proceedings of the Annual conference of the ACM Special Interest Group on Data Communication on the applications, technologies, architectures, and protocols for computer communication",会议论文,2020,10.1145/3387514.3405851,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Automatic diagnosis of transient datacenter problems by synchronizing packet traces across devices.,Crossref 存缴题名较短（'VTrace'），与线索题名 prefix 匹配，采用存缴记录其余字段；Crossref 存缴题名为短题名 'VTrace'，本表采用完整题名,Chongrong Fang; Haoyu Liu; Mao Miao; Jie Ye; Lei Wang; Wansheng Zhang; Daxiang Kang; Biao Lyv; Peng Cheng; Jiming Chen,https://doi.org/10.1145/3387514.3405851,,,Crossref DOI 记录,已核实,doi-curl,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0189,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0050,ITSY: Initial Trigger-Based PFC Deadlock Detection in the Data Plane,,IEEE INFOCOM 2021 - IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),会议论文,2021,10.1109/infocomwkshps51825.2021.9484601,不适用（Companion/Workshop 等非正式论文轨道）,CCF 第七版（2026-03-31）,轨道为 workshop/companion —— 不继承主会等级，CCF 目录不计入，故不继承主会 A,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,In-switch detection of PFC deadlock from initial triggers; PFC failure detection inside the data plane.,,Xinyu Crystal Wu; T. S. Eugene Ng,https://doi.org/10.1109/infocomwkshps51825.2021.9484601,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0176,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0051,Diagnosing End-Host Network Bottlenecks in RDMA Servers,,IEEE/ACM Transactions on Networking,期刊论文,2024,10.1109/tnet.2024.3416419,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,"Hostping: localizes intra-host RDMA bottlenecks (PCIe, RNIC, NUMA) that masquerade as network faults.",,Kefei Liu; Jiao Zhang; Zhuo Jiang; Haoran Wei; Xiaolong Zhong; Lizhuang Tan; Tian Pan; Tao Huang,https://doi.org/10.1109/tnet.2024.3416419,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0172,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0052,Hostmesh: Monitor and Diagnose Networks in Rail-optimized RoCE Clusters,,Proceedings of the 8th Asia-Pacific Workshop on Networking,会议论文,2024,10.1145/3663408.3663426,未收录（不在第七版目录内）,,workshop/非目录来源,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Host-driven full-mesh RoCE probing without a controller pinglist; alternative topology grouping for RoCE diagnosis.,,Kefei Liu; Jiao Zhang; Zhuo Jiang; Xuan Zhang; Shixian Guo; Yangyang Bai; Yongbin Dong; Zhang Zhang; Xiang Shi; Lei Wang; Haoran Wei; Zicheng Wang; Yongchen Pan; Tian Pan; Tao Huang,https://doi.org/10.1145/3663408.3663426,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0171,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0053,INSERT: In-Network Stateful End-to-End RDMA Telemetry,,IEEE INFOCOM 2024 - IEEE Conference on Computer Communications,会议论文,2024,10.1109/infocom52122.2024.10621203,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Combines eBPF host-side RDMA tracing with stateful programmable-smartNIC telemetry for end-to-end RDMA visibility.,,Hyunseok Chang; Walid A. Hanafy; Sarit Mukherjee; Limin Wang,https://doi.org/10.1109/infocom52122.2024.10621203,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0173,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0054,OFC: An Original Congestion-Based Fine-grained Priority Flow Control,,"2024 21st Annual IEEE International Conference on Sensing, Communication, and Networking (SECON)",会议论文,2024,10.1109/secon64284.2024.10934869,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Analyzes PFC congestion spreading and head-of-line blocking and reduces deadlock occurrence; Tofino-evaluated PFC mechanism study.,,Wenli Xiao; Yuqing Yang; Peirui Cao; Zhuoran Liu; Shizhen Zhao; Xinbing Wang,https://doi.org/10.1109/secon64284.2024.10934869,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0177,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0055,POSTER: RDMA Network Performance Anomalies Diagnosis with Hawkeye,,Proceedings of the ACM SIGCOMM 2024 Conference: Posters and Demos,会议论文,2024,10.1145/3672202.3673711,不适用（Companion/Workshop 等非正式论文轨道）,CCF 第七版（2026-03-31）,轨道为 workshop/companion —— 不继承主会等级，CCF 目录不计入，故不继承主会 A,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Poster precursor of Hawkeye; early statement of the PFC-provenance diagnosis problem.,,Xiao Li; Shicheng Wang; Menghao Zhang; Zhiliang Wang; Mingwei Xu; Jiahai Yang,https://doi.org/10.1145/3672202.3673711,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0170,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0056,Roundabout: Solving PFC Deadlocks With Distributed Detection and Buffer Collaboration,,2024 IEEE 32nd International Conference on Network Protocols (ICNP),会议论文,2024,10.1109/icnp61940.2024.10858514,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Data-plane distributed PFC deadlock detection plus buffer-collaboration resolution; mechanism-level PFC failure handling.,,Kai Lv; Heng Pan; Chengjun Jia; Jiaxing Zhang; Luyang Li; Jianer Zhou; Yanbiao Li; Zhenyu Li; Gaogang Xie,https://doi.org/10.1109/icnp61940.2024.10858514,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0175,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0057,ByteTracker: An Agentless and Real-time Path-aware Network Probing System,,Proceedings of the ACM SIGCOMM 2025 Conference,会议论文,2025,10.1145/3718958.3750515,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Path-aware probing that detects subtle silent packet drops and silent bit flips and localizes them in seconds.,,Shixian Guo; Kefei Liu; Yulin Lai; Yangyang Bai; Ziwei Zhao; Songlin Liu; Jianghang Ning; Gen Li; Jianwei Hu; Yongbin Dong; Feng Luo; Sisi Wen; Qi Zhang; Yuan Chen; Jiale Feng; Yang Bai; Chengcai Yao; Zhe Liu; Xin Hu; Yang Lv; Zhuo Jiang; Jiao Zhang; Tao Huang,https://doi.org/10.1145/3718958.3750515,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0182,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0058,Congestion Patterns in a Large-scale RDMA Datacenter,,Proceedings of the 2025 ACM Internet Measurement Conference,会议论文,2025,10.1145/3730567.3764494,B,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,"Production measurement of RDMA congestion patterns, including PFC and pause behaviour observable from the fabric.",,Soudeh Ghorbani; Yimeng Zhao; Srikanth Sundaresan; Ying Zhang; Yijing Zeng; Abhigyan Sharma; Prashanth Kannan; Cristian Lumezanu,https://doi.org/10.1145/3730567.3764494,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0181,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0059,NetScope: Fault Localization in Programmable Networking Systems With Low-Cost In-Band Network Telemetry and In-Network Detection,,IEEE Transactions on Networking,期刊论文,2025,10.1109/ton.2025.3590034,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Journal extension of MARS; moves anomaly detection into the network to enable real-time fault localization.,,Hongyang Chen; Benran Wang; Guangba Yu; Zilong He; Pengfei Chen; Chen Sun; Zibin Zheng,https://doi.org/10.1109/ton.2025.3590034,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0186,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0060,Argus: Scalable and Deterministic Network Fault Localization for AI Training Clusters,,Proceedings of the 10th Asia-Pacific Workshop on Networking,会议论文,2026,10.1145/3820441.3820449,未收录（不在第七版目录内）,,workshop/非目录来源,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Deterministic coverage-matrix probing with edge signatures and tiered diagnosis for hard and gray failures in AI training fabrics.,,Yuxiang Wang; Jiao Zhang; Xianyu Huang; Yubo Ruan; Yuxuan Hu; Yingjie Duan; Shoushou Ren; Xianjun He; Junlong Chen; Yuan Li; Tao Huang,https://doi.org/10.1145/3820441.3820449,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0190,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0061,CCL-D: A High-Precision Diagnostic System for Slow and Hang Anomalies in Large-Scale Model Training,,Proceedings of the 31st ACM SIGPLAN Annual Symposium on Principles and Practice of Parallel Programming,会议论文,2026,10.1145/3774934.3786429,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Rank-level distributed tracing plus an analyzer that localizes slow and hang anomalies to the faulty GPU rank.,,Yida Gu; Fakang Wang; Jianhao Fu; Zhenhang Sun; Qianyu Zhang; Hairui Zhao; Xingchen Liu; Yang Tian; Wenjing Huang; Zedong Liu; Yifan Chen; Jinwu Yang; Yueyuan Zhou; Qian Zhao; Haoxu Li; Tao Wang; Feng Yu; Zhan Wang; Guangming Tan; Dingwen Tao,https://doi.org/10.1145/3774934.3786429,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0192,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0062,Fine-grained and Non-intrusive LLM Training Monitoring via Microsecond-level Traffic Measurement,,"Proceedings of the 31st ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",会议论文,2026,10.1145/3779212.3790163,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Per-NIC microsecond RDMA flow measurement supporting thousands of concurrent flows for LLM training monitoring.,,Yibo Xiao; Hao Zheng; Haifeng Sun; Qingkai Meng; Jiong Duan; Xiaohe Hu; Rong Gu; Guihai Chen; Chen Tian,https://doi.org/10.1145/3779212.3790163,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0191,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0063,PRISM: Workload-Aware Autonomous Network Fault Recovery for Hyperscale AI Training Fabrics,,2026 IEEE 19th International Conference on Cloud Computing (CLOUD),会议论文,2026,10.1109/cloud72782.2026.00045,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Workload-aware autonomous fault recovery for RDMA AI training fabrics at tens-of-thousands GPU scale.,,Rohan Bhosle,https://doi.org/10.1109/cloud72782.2026.00045,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0194,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0064,RDMATracer: A scalable eBPF-based framework for tracing RDMA syscalls,,Proceedings of the ACM SIGCOMM 2026 Conference,会议论文,2026,10.1145/3789240.3828742,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Scalable host-side RDMA syscall tracing; supplies the host-side evidence stream our diagnosis consumes.,,Prankur Gupta; Miao Xu; Maxim Samoylov; Prashanth Kannan; Rajiv Krishnamurthy; Theophilus A. Benson,https://doi.org/10.1145/3789240.3828742,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0174,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0065,Vedrfolnir: RDMA Network Performance Anomalies Diagnosis in Collective Communications,,IEEE INFOCOM 2026 - IEEE Conference on Computer Communications,会议论文,2026,10.1109/infocom59046.2026.11571395,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,Extends PFC-provenance diagnosis to collective communication; constructs wait-for graphs from algorithm decomposition.,,Yuxuan Chen; Menghao Zhang; Xiheng Li; Fangzheng Jiao; Xiao Li; Jiaxun Huang; Shicheng Wang; Chunming Hu,https://doi.org/10.1109/infocom59046.2026.11571395,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0169,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0066,{FLARE}: Anomaly Diagnostics for Divergent {LLM} Training in {GPU} Clusters of {Thousand-Plus} Scale,,23rd USENIX Symposium on Networked Systems Design and Implementation (NSDI 26),页面元数据,2026,,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,RDMA/PFC 与可编程网络机制溯源,,"Full-stack, backend-extensible tracing daemon with an automated diagnostic engine, deployed over 6000 GPUs.",,Weihao Cui; Ji Zhang; Han Zhao; Chao Liu; Jian Sha; Bo Sang; Bingsheng He; Minyi Guo; Quan Chen,https://www.usenix.org/conference/nsdi26/presentation/cui,,,出版方页面 citation_* 元数据,已核实,page,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:rdma,C0193,仅有页面链接；未验证可读性,
RW0067,Secure network provenance,,Proceedings of the Twenty-Third ACM Symposium on Operating Systems Principles,会议论文,2011,10.1145/2043556.2043584,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,graph,"Foundational classic (backward citation): provenance of a network event is a tree/DAG of direct causes. The origin of ""reconstruct the causal structure of network events"".",,Wenchao Zhou; Qiong Fei; Arjun Narayan; Andreas Haeberlen; Boon Thau Loo; Micah Sherr,https://doi.org/10.1145/2043556.2043584,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0111,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0068,Differential Provenance,,Proceedings of the 14th ACM Workshop on Hot Topics in Networks,会议论文,2015,10.1145/2834050.2834111,未收录（不在第七版目录内）,,未匹配到目录条目,L1,数据中心/生产网络,事件依赖与传播建模,graph,Foundational: diagnoses by comparing the provenance graph of a bad event against a reference event to isolate the responsible causal difference.,,Ang Chen; Yang Wu; Andreas Haeberlen; Wenchao Zhou; Boon Thau Loo,https://doi.org/10.1145/2834050.2834111,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0112,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0069,SMT-Based Validation of Timed Failure Propagation Graphs,,Proceedings of the AAAI Conference on Artificial Intelligence,期刊论文,2015,10.1609/aaai.v29i1.9753,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,graph,"The Timed Failure Propagation Graph (TFPG) formalism — the classical, formally-verified propagation-graph model for device/system fault diagnosis. Key backward-citation classic.",,Marco Bozzano; Alessandro Cimatti; Marco Gario; Andrea Micheli,https://doi.org/10.1609/aaai.v29i1.9753,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0127,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
RW0070,"The Good, the Bad, and the Differences",,Proceedings of the 2016 ACM SIGCOMM Conference,会议论文,2016,10.1145/2934872.2934910,A,CCF 第七版（2026-03-31）,,L1,数据中心/生产网络,事件依赖与传播建模,graph,DiffProv: differential provenance algorithm applied to SDN fault diagnosis — reconstructs and diffs causal provenance structures rather than ranking candidates.,,Ang Chen; Yang Wu; Andreas Haeberlen; Wenchao Zhou; Boon Thau Loo,https://doi.org/10.1145/2934872.2934910,,,Crossref DOI 记录,已核实,doi,仅元数据（本轮未取得摘要，未阅读正文）,2026-09-15,agent:propgraph,C0113,DOI 可解析（Crossref 返回该记录）；全文可读性未逐篇验证,
